shelter_id,municipality,shelter_name,address,manual_latitude,manual_longitude,coordinate_source,source_file,source_sha256
web:ba087cedee03e98df6c9,宇城市,小野部田小学校体育館,宇城市小川町南小野1402,32.6069935,130.7189544,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:87a410b68cfb404f6035,宇城市,松橋東防災拠点センター,熊本県宇城市豊福1786番地,32.64293327,130.7028836,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:38cdaae343f39d2a3d4e,宇城市,松橋西防災拠点センター,熊本県宇城市松橋町松橋564番地,32.65165088,130.6784273,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:882450c424ff030d6cee,山都町,保健福祉センター千寿苑,山都町千滝232,32.67983366,130.9852486,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:694ce11a6f02603504c2,山都町,山都町役場清和支所,山都町大平385,32.69148178,131.0869671,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:4d80aaace65ddb98683c,山都町,山都町役場蘇陽支所,山都町今500,32.72462501,131.1656138,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:619b1451ae0ca764abad,山都町,総合体育館パスレル,熊本県山都町千滝271,32.6772847,130.9868762,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:b7ba4e53444d233613b7,水俣市,水俣高校体育館,水俣市洗切町11-1,32.21410896,130.4024453,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:a860a0f5fdcf3155c69b,水俣市,水東小学校多目的ホール,水俣市初野55,32.21335983,130.4334964,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:f6e4a028533f3a2450c1,水俣市,第二小学校多目的ホール,水俣市栄町1-2-1,32.2097529,130.3965126,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:1a33df0f5bb6c7324ed0,氷川町,氷川町公民館・宮原公民館,氷川町宮原690-2,32.55401302,130.6793474,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:92ac15ea64f21af2c9fa,熊本市,九州動物学院【ペット避難場所】,熊本県熊本市中央区本荘6丁目16-34,32.79210382,130.7047918,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
web:0eec9dba2b46c492c406,熊本市,東海大学熊本キャンパス・付属熊本星翔高等学校,熊本県熊本市東区渡鹿9丁目1-1,32.80968051,130.7425112,manual_geocoding,マニュアルジオコーディング(1).csv,35f5dae36fe4e9577c53f227bd933e4604ed40e589ee27a700add2b32438424c
